Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;RN;Investimento;1;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;RN;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;RN;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RO;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RO;Investimento;82;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RO;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RO;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RR;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RR;Investimento;14;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RR;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;RR;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;RS;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;RS;Investimento;1.858;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;RS;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;RS;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;SC;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;SC;Investimento;461;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;SC;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sul;SC;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;SE;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;SE;Investimento;49;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;SE;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Nordeste;SE;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sudeste;SP;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sudeste;SP;Investimento;1.165;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sudeste;SP;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Sudeste;SP;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;TO;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;TO;Investimento;166;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;TO;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Não informado;Norte;TO;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;BA;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;BA;Investimento;83;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;BA;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;BA;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;ES;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;ES;Investimento;57;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;ES;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;ES;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;GO;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;GO;Investimento;106;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;GO;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;GO;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;MG;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;MG;Investimento;599;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;MG;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;MG;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MS;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MS;Investimento;41;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MS;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MS;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MT;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MT;Investimento;45;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MT;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Centro-oeste;MT;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;PA;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;PA;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;PA;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;PA;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;PE;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;PE;Investimento;14;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;PE;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;PE;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;PR;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;PR;Investimento;32;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;PR;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;PR;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;RJ;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;RJ;Investimento;5;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;RJ;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;RJ;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;RN;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;RN;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;RN;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Nordeste;RN;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;RS;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;RS;Investimento;379;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;RS;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;RS;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;SC;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;SC;Investimento;9;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;SC;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sul;SC;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;SP;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;SP;Investimento;186;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;SP;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Sudeste;SP;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;TO;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;TO;Investimento;3;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;TO;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Aquisição e reforma de sistemas de irrigação;Norte;TO;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;CE;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;CE;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;CE;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;CE;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;GO;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;GO;Investimento;2;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;GO;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;GO;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;MG;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;MG;Investimento;34;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;MG;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;MG;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;MT;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;MT;Investimento;2;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;MT;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Centro-oeste;MT;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PE;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PE;Investimento;2;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PE;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PE;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PI;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PI;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PI;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Nordeste;PI;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;PR;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;PR;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;PR;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;PR;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;RS;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;RS;Investimento;4;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;RS;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;RS;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;SC;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;SC;Investimento;1;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;SC;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sul;SC;Comercialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;SP;Custeio;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;SP;Investimento;21;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;SP;Industrialização;0;
Moderinfra - programa de incentivo à irrigação e à produção em ambiente protegido;Produção em ambiente protegido;Sudeste;SP;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;AC;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;AC;Investimento;1;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;AC;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;AC;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;BA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;BA;Investimento;53;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;BA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;BA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;ES;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;ES;Investimento;3;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;ES;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;ES;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;GO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;GO;Investimento;69;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;GO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;GO;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;MA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;MA;Investimento;10;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;MA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;MA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;MG;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;MG;Investimento;85;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;MG;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;MG;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MS;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MS;Investimento;20;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MS;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MS;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MT;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MT;Investimento;257;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MT;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Centro-oeste;MT;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;PA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;PA;Investimento;1;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;PA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;PA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;PI;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;PI;Investimento;5;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;PI;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;PI;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;PR;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;PR;Investimento;97;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;PR;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;PR;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RO;Investimento;13;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RO;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RR;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RR;Investimento;2;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RR;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;RR;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;RS;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;RS;Investimento;132;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;RS;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;RS;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;SC;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;SC;Investimento;25;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;SC;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sul;SC;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;SE;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;SE;Investimento;2;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;SE;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Nordeste;SE;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;SP;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;SP;Investimento;100;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;SP;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Sudeste;SP;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;TO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;TO;Investimento;6;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;TO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Ampliação e/ou modernização de armazéns existentes;Norte;TO;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;BA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;BA;Investimento;64;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;BA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;BA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;DF;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;DF;Investimento;5;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;DF;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;DF;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;ES;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;ES;Investimento;16;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;ES;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;ES;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;GO;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;GO;Investimento;328;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;GO;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Centro-oeste;GO;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;MA;Custeio;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;MA;Investimento;70;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;MA;Industrialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Nordeste;MA;Comercialização;0;
Pca - programa para construção e ampliação de armazéns;Construção de armazéns novos;Sudeste;MG;Custeio;0;
